Date Difference,condition,color_encoded,Size,X1,X2,breed_category,pet_category
1118.0,1.0,38,0.129824,16,9,0.0,1
1131.0,1.0,2,0.007120000000000001,0,7,0.0,2
424.0,1.0,2,0.0,7,1,0.0,2
1138.0,0.0,7,0.004368,0,1,1.0,1
784.0,0.0,49,0.112585,0,1,1.0,1
150.0,1.0,53,0.08914799999999999,0,1,0.0,1
401.0,0.0,18,0.41304900000000005,0,1,1.0,1
391.0,2.0,18,0.213022,17,9,1.0,1
101.0,0.0,18,0.28542,0,1,1.0,1
98.0,1.0,2,0.18618600000000002,0,1,0.0,2
390.0,0.0,48,0.0,0,7,1.0,2
765.0,0.0,37,0.026527,0,1,1.0,1
391.0,1.0,2,0.0072380000000000005,17,9,0.0,1
94.0,0.0,49,0.11198000000000001,0,1,1.0,1
1306.0,1.0,48,0.066192,0,7,0.0,2
145.0,0.0,12,0.047036,0,1,1.0,1
1842.0,0.0,23,0.193032,0,7,1.0,2
1744.0,0.0,2,0.007973999999999998,0,1,1.0,1
158.0,1.0,38,0.009276,0,1,0.0,1
227.0,2.0,53,0.155367,0,7,0.0,2
753.0,2.0,38,0.34287300000000004,18,4,0.0,1
2943.0,1.0,23,0.06307,0,7,0.0,2
2948.0,2.0,2,0.015725,13,9,1.0,1
3673.0,2.0,18,0.144484,9,2,1.0,1
142.0,1.0,2,0.23514300000000002,0,1,0.0,1
1245.0,0.0,53,0.34997999999999996,0,1,1.0,2
756.0,1.0,2,0.10294800000000001,0,1,0.0,1
24.0,1.0,21,0.43787699999999996,13,9,2.0,1
752.0,1.0,40,0.013472,15,4,2.0,4
45.0,2.0,5,0.11068200000000002,13,9,0.0,1
138.0,2.0,2,0.418475,13,9,1.0,1
1118.0,2.0,40,0.056423,15,4,1.0,4
96.0,1.0,48,0.024990000000000005,13,9,0.0,2
86.0,2.0,18,0.06401,0,1,0.0,1
102.0,1.0,3,0.101106,0,1,0.0,2
390.0,1.0,26,0.0325,0,1,0.0,1
600.0,1.0,53,0.221221,0,7,0.0,2
90.0,0.0,12,0.293595,0,1,1.0,1
1848.0,0.0,2,0.0021600000000000005,0,7,1.0,2
89.0,1.0,38,0.002436,0,1,0.0,1
215.0,0.0,48,0.048006,0,1,1.0,2
95.0,0.0,49,0.005540000000000001,0,1,1.0,1
1483.0,1.0,2,0.023719999999999998,0,7,0.0,2
208.0,2.0,53,0.06418000000000001,13,9,0.0,2
578.0,2.0,2,0.047145,0,7,0.0,2
415.0,1.0,16,0.14382899999999998,0,1,0.0,2
178.0,1.0,7,0.22464000000000003,7,1,0.0,1
59.0,2.0,2,0.349434,13,9,0.0,1
236.0,0.0,29,0.055619999999999996,0,1,1.0,2
541.0,0.0,18,0.038122,13,9,1.0,1
52.0,2.0,2,0.033858,13,9,0.0,1
816.0,1.0,15,0.44804299999999997,0,3,2.0,4
103.0,2.0,22,0.10748400000000002,9,5,1.0,1
2578.0,1.0,53,0.18968000000000002,0,7,0.0,2
1118.0,1.0,9,0.018092,0,7,0.0,2
4776.0,0.0,18,0.210903,0,7,1.0,1
118.0,0.0,7,0.04959000000000001,13,9,1.0,1
1921.0,1.0,9,0.0611,0,7,0.0,2
784.0,0.0,16,0.43434,0,1,1.0,2
126.0,1.0,12,0.09411,7,1,0.0,1
439.0,0.0,12,0.254436,0,1,1.0,1
93.0,0.0,50,0.2777,0,1,1.0,1
76.0,1.0,48,0.11925000000000001,7,1,0.0,2
1489.0,0.0,53,0.09241399999999998,13,9,1.0,2
750.0,2.0,2,0.059904000000000006,2,4,0.0,1
1851.0,0.0,53,0.06716,0,7,1.0,2
387.0,0.0,53,0.09996000000000001,0,7,1.0,2
391.0,2.0,2,0.38147200000000003,13,9,1.0,2
1118.0,0.0,2,0.289317,0,7,1.0,2
507.0,0.0,38,0.02037,7,1,1.0,1
116.0,1.0,18,0.097199,0,1,0.0,1
388.0,1.0,38,0.035673,0,7,0.0,1
107.0,1.0,18,0.391952,0,1,0.0,1
765.0,1.0,2,0.026739000000000002,0,7,0.0,2
785.0,1.0,48,0.179742,0,1,0.0,2
141.0,1.0,38,0.158004,7,1,0.0,1
1483.0,1.0,53,0.26464000000000004,0,7,0.0,2
1852.0,2.0,52,0.06885,13,9,1.0,2
781.0,2.0,41,0.019343,13,9,0.0,2
4415.0,0.0,2,0.003928,0,7,1.0,2
76.0,2.0,5,0.012864,7,1,0.0,1
90.0,2.0,18,0.24326800000000004,0,1,1.0,1
3309.0,2.0,15,0.12474,18,4,1.0,2
135.0,0.0,38,0.055170000000000004,0,1,1.0,1
396.0,1.0,2,0.047823000000000004,0,1,0.0,2
93.0,1.0,2,0.21316,0,4,2.0,4
223.0,2.0,53,0.026264000000000003,13,9,1.0,2
119.0,1.0,7,0.058509000000000005,0,1,0.0,1
1866.0,1.0,2,0.25951499999999994,0,1,0.0,1
49.0,1.0,38,0.142245,13,9,2.0,1
2380.0,1.0,48,0.19139399999999998,0,7,0.0,2
150.0,2.0,18,0.028224,18,4,0.0,1
224.0,1.0,38,0.029976,13,9,0.0,1
449.0,0.0,2,0.0,0,1,1.0,2
29.0,2.0,53,0.32274,13,9,0.0,2
667.0,1.0,40,0.026166000000000002,7,1,0.0,2
402.0,0.0,48,0.083034,0,1,1.0,2
452.0,1.0,27,0.030276,0,1,0.0,2
111.0,0.0,50,0.108438,0,1,1.0,1
752.0,2.0,50,0.082888,16,9,1.0,1
101.0,2.0,21,0.43718399999999996,0,1,1.0,1
1157.0,0.0,20,0.29648399999999997,0,1,1.0,2
1248.0,1.0,53,0.31797000000000003,0,7,0.0,2
119.0,2.0,18,0.03383,17,9,1.0,1
187.0,1.0,18,0.294015,0,1,0.0,1
1856.0,1.0,7,0.085568,13,9,0.0,1
807.0,1.0,2,0.14476,0,7,0.0,2
118.0,1.0,2,0.006768000000000001,17,9,0.0,1
394.0,0.0,54,0.16091999999999998,0,7,1.0,2
116.0,0.0,2,0.08429400000000001,7,1,1.0,1
346.0,0.0,53,0.024894,13,9,1.0,2
500.0,1.0,53,0.042285,0,7,0.0,2
95.0,1.0,2,0.218631,7,1,0.0,2
1491.0,1.0,2,0.292509,0,1,0.0,2
177.0,2.0,2,0.09987300000000002,13,9,0.0,2
107.0,1.0,26,0.129332,7,1,0.0,1
101.0,1.0,26,0.33401999999999993,0,1,0.0,1
133.0,0.0,26,0.20670000000000002,0,1,1.0,1
181.0,0.0,53,0.047700000000000006,0,7,1.0,2
117.0,1.0,48,0.25328700000000004,0,1,0.0,2
460.0,0.0,16,0.258416,13,9,1.0,2
392.0,1.0,53,0.307392,0,1,0.0,2
54.0,2.0,15,0.20596499999999998,13,9,1.0,2
1305.0,1.0,29,0.037851,0,1,0.0,2
398.0,1.0,48,0.141681,0,1,0.0,2
462.0,1.0,54,0.14814,0,1,0.0,2
972.0,1.0,53,0.025739000000000005,0,7,0.0,2
399.0,0.0,2,0.31332600000000005,13,9,1.0,2
2068.0,1.0,36,0.15879299999999996,0,1,0.0,1
2211.0,0.0,2,0.227347,0,7,1.0,2
1508.0,0.0,2,0.09143699999999999,0,1,1.0,2
83.0,1.0,30,0.261648,0,1,0.0,1
74.0,2.0,2,0.294144,13,9,1.0,2
264.0,0.0,16,0.19737,0,1,1.0,2
177.0,1.0,12,0.093316,0,1,0.0,1
1223.0,1.0,7,0.19467500000000001,0,1,0.0,2
4421.0,0.0,2,0.19541500000000003,0,1,1.0,2
4046.0,1.0,38,0.27063,0,1,0.0,1
73.0,2.0,2,0.273445,18,4,0.0,1
135.0,0.0,15,0.0,0,1,1.0,2
90.0,1.0,2,0.24119200000000005,7,1,0.0,1
3626.0,1.0,48,0.12527100000000002,0,7,0.0,2
580.0,1.0,2,0.323025,13,9,0.0,1
610.0,1.0,48,0.01993,0,1,0.0,2
2342.0,1.0,2,0.202989,0,7,0.0,2
2975.0,1.0,2,0.08380000000000001,0,1,0.0,2
100.0,0.0,18,0.039336,0,1,1.0,1
4090.0,1.0,20,0.08148,0,7,0.0,2
571.0,2.0,2,0.058815,0,7,1.0,2
397.0,2.0,2,0.264152,0,7,0.0,2
89.0,0.0,49,0.20253800000000002,7,1,1.0,1
392.0,1.0,48,0.05267200000000001,0,1,0.0,2
29.0,1.0,49,0.16302,13,9,2.0,1
723.0,1.0,7,0.0059,0,1,0.0,1
3838.0,0.0,48,0.183309,7,1,1.0,2
1120.0,2.0,20,0.047229,13,9,0.0,2
818.0,1.0,54,0.1386,13,9,0.0,2
4405.0,1.0,23,0.020279999999999996,0,7,0.0,2
1118.0,2.0,48,0.059303,16,9,0.0,1
387.0,2.0,18,0.324576,16,9,1.0,1
1716.0,0.0,2,0.19677499999999998,0,1,1.0,2
429.0,0.0,18,0.136952,0,1,1.0,1
27.0,2.0,2,0.086903,13,9,0.0,1
142.0,2.0,38,0.11890199999999998,13,9,0.0,1
754.0,0.0,48,0.14674,0,7,1.0,2
1215.0,0.0,2,0.12837,0,1,1.0,2
541.0,2.0,18,0.232971,16,9,1.0,1
1853.0,0.0,53,0.006531999999999999,0,1,1.0,2
1118.0,2.0,2,0.292365,0,7,1.0,2
138.0,0.0,2,0.10223999999999998,0,1,1.0,1
87.0,0.0,7,0.006828000000000001,0,1,1.0,1
2949.0,0.0,40,0.09735600000000001,13,9,1.0,2
102.0,0.0,40,0.03564,0,1,1.0,2
110.0,1.0,2,0.0057020000000000005,0,1,0.0,1
83.0,1.0,48,0.296529,0,1,0.0,2
2951.0,0.0,40,0.16953999999999997,0,1,1.0,2
2157.0,1.0,15,0.08515,0,7,0.0,2
87.0,1.0,23,0.030435,0,1,0.0,2
393.0,1.0,48,0.017952000000000003,0,1,0.0,2
386.0,1.0,2,0.052211999999999995,15,4,2.0,4
89.0,1.0,38,0.045414,7,1,0.0,1
97.0,2.0,53,0.20168499999999998,8,2,1.0,1
388.0,2.0,7,0.137268,18,4,0.0,1
275.0,2.0,7,0.35200500000000007,13,9,1.0,2
758.0,1.0,53,0.03384,0,1,0.0,2
2580.0,1.0,7,0.25401599999999996,0,7,0.0,1
211.0,1.0,2,0.05220000000000001,0,1,0.0,2
420.0,1.0,15,0.285585,0,1,0.0,2
389.0,1.0,12,0.18217200000000003,17,9,0.0,1
100.0,1.0,18,0.34570900000000004,0,1,0.0,1
109.0,0.0,2,0.124925,0,1,1.0,1
432.0,1.0,2,0.17917200000000003,13,9,0.0,1
798.0,1.0,2,0.20467300000000002,0,1,0.0,2
392.0,2.0,2,0.14196,0,1,0.0,2
753.0,0.0,48,0.11914599999999999,0,1,1.0,2
394.0,0.0,52,0.39964,0,1,1.0,2
204.0,2.0,53,0.38823300000000005,0,7,1.0,2
394.0,1.0,2,0.05733,15,4,0.0,2
325.0,2.0,48,0.12447000000000001,0,7,0.0,2
755.0,1.0,16,0.059436,0,7,0.0,2
368.0,1.0,40,0.41689,0,1,0.0,2
38.0,2.0,38,0.052675,13,9,0.0,1
396.0,1.0,52,0.1371,0,7,0.0,2
29.0,2.0,15,0.043665,13,9,0.0,2
2671.0,0.0,2,0.124425,0,7,1.0,2
3624.0,0.0,53,0.303365,0,7,1.0,2
3278.0,1.0,15,0.240975,0,7,0.0,2
508.0,2.0,2,0.37032000000000004,0,7,1.0,2
1116.0,0.0,48,0.011106000000000001,0,7,1.0,2
404.0,1.0,15,0.36959899999999996,0,1,0.0,2
2660.0,1.0,7,0.1638,7,1,0.0,1
2213.0,0.0,2,0.10393500000000001,0,7,1.0,2
585.0,1.0,53,0.312746,0,7,0.0,2
129.0,2.0,2,0.01099,0,7,1.0,2
61.0,2.0,7,0.127335,13,9,0.0,1
101.0,0.0,2,0.014252,7,1,1.0,1
396.0,1.0,2,0.157522,0,1,0.0,2
3125.0,2.0,48,0.045456,0,7,1.0,2
118.0,0.0,53,0.22344000000000003,7,1,1.0,1
203.0,1.0,15,0.11206000000000002,15,4,2.0,4
209.0,0.0,18,0.028709,13,9,1.0,1
183.0,0.0,38,0.227,0,1,1.0,1
29.0,2.0,18,0.038157,13,9,1.0,1
113.0,1.0,2,0.014058,0,1,0.0,2
89.0,1.0,38,0.43357999999999997,7,1,0.0,1
44.0,2.0,21,0.080236,13,9,1.0,1
1122.0,2.0,48,0.108612,3,9,1.0,2
752.0,1.0,16,0.049991999999999995,0,7,0.0,2
24.0,1.0,15,0.05964,0,4,2.0,4
399.0,2.0,2,0.00678,1,4,1.0,2
276.0,1.0,53,0.02445,0,1,0.0,2
621.0,0.0,16,0.07690799999999999,0,7,1.0,2
134.0,0.0,18,0.094185,13,9,1.0,1
388.0,1.0,15,0.171342,9,2,2.0,4
2581.0,1.0,2,0.46530399999999994,0,1,0.0,2
40.0,2.0,53,0.0558,13,9,1.0,2
90.0,2.0,53,0.08722999999999999,0,7,0.0,2
637.0,0.0,16,0.011557000000000001,0,1,1.0,2
754.0,1.0,48,0.290394,0,1,0.0,2
1130.0,1.0,27,0.28728000000000004,0,1,0.0,2
758.0,1.0,2,0.0034250000000000005,0,7,0.0,2
764.0,1.0,53,0.12651600000000002,0,7,0.0,2
2579.0,0.0,21,0.037520000000000005,0,7,1.0,1
390.0,2.0,15,0.158383,0,7,0.0,2
757.0,1.0,2,0.051156,0,1,0.0,2
235.0,1.0,2,0.037133000000000006,18,4,2.0,2
1257.0,0.0,36,0.233376,7,1,1.0,1
178.0,2.0,2,0.152175,13,9,1.0,2
396.0,2.0,48,0.033065000000000004,13,9,1.0,2
3187.0,0.0,53,0.12276,0,7,1.0,2
763.0,2.0,53,0.013550000000000003,0,7,0.0,2
2952.0,0.0,52,0.1315,0,7,1.0,2
763.0,1.0,53,0.096418,13,9,0.0,2
80.0,0.0,15,0.024016000000000003,7,1,1.0,2
172.0,0.0,21,0.162498,7,1,1.0,1
90.0,0.0,53,0.079524,13,9,1.0,1
1302.0,0.0,53,0.21756599999999998,13,9,1.0,2
392.0,0.0,49,0.098724,0,1,1.0,1
387.0,1.0,15,0.127336,0,3,2.0,4
88.0,2.0,12,0.020412000000000003,0,1,1.0,1
82.0,2.0,2,0.24625,13,9,1.0,2
4402.0,0.0,2,0.025280000000000004,0,1,1.0,2
2631.0,1.0,40,0.22295199999999998,0,7,0.0,2
389.0,1.0,53,0.02451,13,9,2.0,4
758.0,1.0,2,0.10611199999999998,0,1,0.0,2
118.0,0.0,40,0.17717,0,1,1.0,2
44.0,1.0,2,0.091113,13,9,2.0,1
753.0,2.0,7,0.066468,0,7,0.0,2
61.0,2.0,2,0.292059,13,9,0.0,1
215.0,2.0,18,0.33638399999999996,13,9,1.0,1
758.0,2.0,48,0.30645999999999995,13,9,1.0,2
88.0,1.0,18,0.15144,7,1,0.0,1
1737.0,1.0,2,0.07909700000000001,7,1,0.0,2
391.0,1.0,53,0.04263,0,1,0.0,2
391.0,1.0,18,0.14444700000000002,17,9,2.0,1
137.0,1.0,2,0.053922,0,1,0.0,2
387.0,1.0,18,0.046667,16,9,2.0,1
757.0,1.0,48,0.228976,0,1,0.0,2
52.0,1.0,30,0.059719,13,9,2.0,4
94.0,0.0,12,0.066514,0,1,1.0,1
439.0,1.0,15,0.31576,0,7,0.0,2
1121.0,2.0,15,0.204696,0,7,0.0,2
755.0,1.0,48,0.151923,18,4,0.0,2
671.0,0.0,18,0.10070500000000002,0,1,1.0,1
127.0,1.0,48,0.072952,7,1,0.0,2
387.0,2.0,18,0.17443999999999998,16,9,1.0,1
756.0,0.0,15,0.127808,0,1,1.0,2
758.0,0.0,2,0.019734,0,1,1.0,1
855.0,0.0,48,0.20425000000000001,13,9,1.0,2
797.0,1.0,15,0.014352,12,1,0.0,2
1118.0,1.0,53,0.043335000000000005,13,9,0.0,2
2957.0,1.0,18,0.08471400000000001,0,1,0.0,1
1159.0,1.0,53,0.29466000000000003,0,7,0.0,2
398.0,2.0,52,0.037607999999999996,13,9,0.0,2
756.0,1.0,40,0.09232,0,1,0.0,2
104.0,1.0,36,0.22232,0,1,0.0,1
1124.0,2.0,7,0.03539200000000001,0,7,0.0,2
406.0,0.0,7,0.275825,0,1,1.0,2
1485.0,1.0,15,0.1034,0,7,0.0,2
386.0,0.0,18,0.11960000000000001,16,9,1.0,1
771.0,1.0,48,0.023493,13,9,0.0,2
392.0,0.0,53,0.09520000000000002,13,9,1.0,2
3678.0,2.0,2,0.02964,0,7,1.0,2
1252.0,0.0,18,0.26617799999999997,0,1,1.0,1
43.0,1.0,38,0.068487,13,9,2.0,1
178.0,0.0,38,0.201013,0,1,1.0,1
51.0,1.0,2,0.180412,15,4,2.0,4
1852.0,0.0,16,0.26483999999999996,0,1,1.0,2
770.0,1.0,15,0.12304000000000002,0,1,0.0,2
2953.0,2.0,15,0.17901,0,7,0.0,2
99.0,0.0,49,0.00528,7,1,1.0,1
1853.0,1.0,53,0.05272900000000001,0,1,0.0,2
105.0,1.0,2,0.144226,0,1,0.0,1
388.0,1.0,15,0.041055,0,1,0.0,2
1708.0,0.0,18,0.031095,7,1,1.0,1
1117.0,2.0,53,0.284475,13,9,1.0,2
92.0,0.0,8,0.03184,0,1,1.0,1
3680.0,1.0,28,0.21994999999999998,0,1,0.0,1
1284.0,1.0,53,0.207662,0,1,0.0,2
398.0,2.0,7,0.03952,13,9,1.0,1
87.0,1.0,37,0.23505600000000001,7,1,0.0,1
2693.0,0.0,52,0.20031200000000002,0,1,1.0,2
772.0,0.0,26,0.426666,0,1,1.0,1
90.0,1.0,36,0.0,7,1,0.0,1
85.0,0.0,2,0.03906,0,1,1.0,1
799.0,0.0,25,0.03998,0,1,1.0,2
245.0,1.0,38,0.021391999999999998,0,1,0.0,1
762.0,1.0,2,0.227305,0,7,0.0,2
1194.0,0.0,55,0.06412,13,9,1.0,2
42.0,2.0,2,0.019525,13,9,1.0,1
843.0,0.0,53,0.18891,0,7,1.0,2
304.0,1.0,2,0.008376000000000001,0,1,0.0,2
93.0,2.0,38,0.087492,13,9,0.0,1
2951.0,1.0,9,0.0,0,1,0.0,2
1122.0,1.0,2,0.20097600000000004,0,1,0.0,2
87.0,1.0,48,0.24115000000000003,0,1,0.0,2
2581.0,1.0,2,0.061248000000000004,0,7,0.0,2
367.0,1.0,38,0.280623,0,1,0.0,1
876.0,1.0,18,0.25607399999999997,0,7,0.0,1
388.0,2.0,40,0.337065,0,7,1.0,2
387.0,1.0,2,0.09806000000000001,15,4,2.0,4
2213.0,1.0,18,0.328568,0,7,0.0,1
74.0,2.0,2,0.037488,13,9,0.0,2
751.0,0.0,2,0.0035009999999999998,18,4,1.0,1
2214.0,0.0,15,0.271092,0,7,1.0,2
97.0,1.0,28,0.119698,0,1,0.0,1
401.0,0.0,15,0.04759700000000001,13,9,1.0,2
105.0,1.0,18,0.008976000000000001,0,1,0.0,1
1149.0,1.0,15,0.05584800000000001,0,7,0.0,2
1164.0,0.0,2,0.14279100000000003,0,1,1.0,2
247.0,0.0,2,0.011574,0,1,1.0,1
389.0,1.0,2,0.035308,0,7,0.0,2
90.0,0.0,38,0.04011200000000001,0,1,1.0,1
2953.0,0.0,50,0.030913999999999997,0,7,1.0,1
37.0,2.0,15,0.024794999999999998,13,9,0.0,2
75.0,1.0,25,0.074886,7,1,0.0,2
399.0,1.0,20,0.32347200000000004,13,9,0.0,2
759.0,1.0,20,0.164902,0,1,0.0,2
96.0,2.0,2,0.224785,0,1,0.0,2
392.0,1.0,40,0.10271999999999999,0,1,0.0,2
2583.0,1.0,2,0.10021100000000001,13,9,0.0,2
1488.0,1.0,2,0.03155,0,1,0.0,2
1847.0,1.0,2,0.079704,0,7,0.0,2
82.0,0.0,18,0.086227,7,1,1.0,1
2594.0,1.0,16,0.007068000000000001,13,9,0.0,2
1485.0,0.0,15,0.10969200000000001,0,7,1.0,2
53.0,2.0,18,0.293625,13,9,1.0,1
491.0,1.0,14,0.203464,0,1,0.0,2
27.0,2.0,2,0.17472000000000001,13,9,0.0,1
548.0,1.0,2,0.257145,0,1,0.0,1
209.0,0.0,27,0.35287,0,1,1.0,2
361.0,0.0,15,0.26746000000000003,0,1,1.0,2
757.0,1.0,2,0.12620800000000001,0,7,0.0,2
330.0,1.0,3,0.141376,0,1,0.0,2
399.0,1.0,48,0.165262,0,1,0.0,2
667.0,0.0,2,0.134102,0,7,1.0,2
68.0,2.0,18,0.030667000000000003,13,9,1.0,1
419.0,2.0,36,0.03797300000000001,0,1,0.0,1
163.0,1.0,7,0.052632000000000005,0,1,0.0,2
761.0,0.0,18,0.13512,0,1,1.0,1
418.0,1.0,54,0.15053499999999997,0,1,0.0,2
100.0,0.0,15,0.014345000000000002,0,1,1.0,2
209.0,2.0,52,0.07793800000000001,13,9,0.0,2
93.0,1.0,2,0.018112000000000003,0,1,0.0,1
781.0,1.0,38,0.23745199999999997,0,7,0.0,1
757.0,0.0,25,0.014367,0,1,1.0,2
199.0,1.0,36,0.018865,0,1,0.0,1
96.0,1.0,7,0.30545900000000004,13,9,0.0,1
100.0,0.0,2,0.054648,0,1,1.0,2
4406.0,1.0,23,0.34125,0,7,0.0,2
2259.0,0.0,21,0.123369,0,1,1.0,1
128.0,0.0,2,0.11244,7,1,1.0,1
74.0,2.0,53,0.10500599999999999,13,9,0.0,2
279.0,1.0,2,0.23202100000000003,0,1,0.0,2
204.0,0.0,18,0.26361,7,1,1.0,1
2582.0,1.0,2,0.021692,13,9,0.0,2
98.0,0.0,50,0.01378,7,1,1.0,1
750.0,1.0,15,0.187464,15,4,2.0,4
387.0,1.0,15,0.14652,15,4,2.0,4
333.0,0.0,53,0.13759400000000002,0,1,1.0,2
92.0,1.0,38,0.24908700000000003,0,1,0.0,1
5520.0,0.0,21,0.29623499999999997,0,1,1.0,1
29.0,1.0,53,0.012492,13,9,2.0,1
761.0,2.0,2,0.015084000000000002,13,9,1.0,2
753.0,1.0,2,0.127575,0,1,0.0,1
3220.0,1.0,53,0.2624,0,7,0.0,2
327.0,2.0,18,0.09636000000000002,16,9,1.0,1
332.0,0.0,52,0.022719999999999997,0,1,1.0,2
2948.0,2.0,48,0.29378,13,9,1.0,2
2578.0,1.0,18,0.035640000000000005,0,7,0.0,1
800.0,0.0,18,0.25182,13,9,1.0,1
88.0,2.0,53,0.128954,0,1,0.0,1
113.0,0.0,48,0.077045,13,9,1.0,2
1253.0,1.0,53,0.078365,13,9,0.0,2
460.0,0.0,2,0.074339,7,1,1.0,1
122.0,0.0,2,0.105215,13,9,1.0,1
75.0,1.0,18,0.176644,0,1,0.0,1
89.0,2.0,25,0.103575,0,1,0.0,1
2595.0,0.0,7,0.09758000000000001,0,1,1.0,1
3339.0,1.0,2,0.23718,0,1,0.0,2
1246.0,1.0,16,0.038454,0,7,0.0,2
208.0,0.0,21,0.024222,0,1,1.0,1
86.0,1.0,2,0.035379,0,1,0.0,1
391.0,1.0,27,0.141474,13,9,0.0,2
201.0,0.0,7,0.12065999999999999,0,1,1.0,2
1488.0,1.0,2,0.038220000000000004,0,1,0.0,2
117.0,1.0,38,0.07079800000000001,0,1,0.0,1
1847.0,2.0,18,0.24729900000000002,13,9,1.0,1
111.0,1.0,2,0.39752599999999993,0,1,0.0,1
490.0,0.0,48,0.32537999999999995,0,1,1.0,2
109.0,1.0,38,0.07860400000000001,17,9,0.0,1
34.0,2.0,38,0.14913,13,9,1.0,1
96.0,1.0,38,0.009236,7,1,0.0,1
83.0,0.0,15,0.168322,12,1,1.0,2
6193.0,1.0,15,0.05412600000000001,0,7,0.0,2
110.0,0.0,18,0.103224,0,1,1.0,1
